| table_schema | table_name                  | ordinal_position | column_name                                       | data_type                   | type_details | is_nullable | column_default    | constraint_type | foreign_key_table_schema | foreign_key_table_name      | foreign_key_column_name |
| people       | job_functions               | 9                | level3_code                                       | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | job_functions               | 10               | level3_name                                       | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | job_functions               | 11               | level3_confidence_score                           | double precision            |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | job_functions               | 12               | priority                                          | integer                     |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | job_functions               | 13               | created_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | job_functions               | 14               | updated_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | job_seniority               | 1                | id                                                | uuid                        |              | NO          | gen_random_uuid() | PRIMARY KEY     | people                   | job_seniority               | id                      |
| people       | job_seniority               | 2                | experience_id                                     | uuid                        |              | YES         | null              | FOREIGN KEY     | people                   | experiences                 | id                      |
| people       | job_seniority               | 3                | job_level                                         | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | job_seniority               | 4                | created_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | job_seniority               | 5                | updated_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | job_title_details           | 1                | id                                                | uuid                        |              | NO          | gen_random_uuid() | PRIMARY KEY     | people                   | job_title_details           | id                      |
| people       | job_title_details           | 2                | experience_id                                     | uuid                        |              | YES         | null              | FOREIGN KEY     | people                   | experiences                 | id                      |
| people       | job_title_details           | 3                | raw_job_title                                     | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | job_title_details           | 4                | raw_job_title_language_code                       | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | job_title_details           | 5                | raw_job_title_language_detection_confidence_score | double precision            |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | job_title_details           | 6                | raw_translated_job_title                          | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | job_title_details           | 7                | raw_translated_job_title_language_code            | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | job_title_details           | 8                | normalized_job_title_id                           | integer                     |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | job_title_details           | 9                | normalized_job_title                              | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | job_title_details           | 10               | created_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | job_title_details           | 11               | updated_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | membership_web_addresses    | 1                | id                                                | uuid                        |              | NO          | gen_random_uuid() | PRIMARY KEY     | people                   | membership_web_addresses    | id                      |
| people       | membership_web_addresses    | 2                | membership_id                                     | uuid                        |              | YES         | null              | FOREIGN KEY     | people                   | memberships                 | id                      |
| people       | membership_web_addresses    | 3                | url                                               | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | membership_web_addresses    | 4                | rank                                              | integer                     |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | membership_web_addresses    | 5                | created_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | membership_web_addresses    | 6                | updated_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | memberships                 | 1                | id                                                | uuid                        |              | NO          | gen_random_uuid() | PRIMARY KEY     | people                   | memberships                 | id                      |
| people       | memberships                 | 2                | people_id                                         | uuid                        |              | YES         | null              | FOREIGN KEY     | people                   | identities                  | people_id               |
| people       | memberships                 | 3                | title                                             | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | memberships                 | 4                | description                                       | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | memberships                 | 5                | reference                                         | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | memberships                 | 6                | name                                              | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | memberships                 | 7                | start_date                                        | date                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | memberships                 | 8                | end_date                                          | date                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | memberships                 | 9                | location                                          | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | memberships                 | 10               | priority                                          | integer                     |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | memberships                 | 11               | created_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | memberships                 | 12               | updated_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | patent_web_addresses        | 1                | id                                                | uuid                        |              | NO          | gen_random_uuid() | PRIMARY KEY     | people                   | patent_web_addresses        | id                      |
| people       | patent_web_addresses        | 2                | patent_id                                         | uuid                        |              | YES         | null              | FOREIGN KEY     | people                   | patents                     | id                      |
| people       | patent_web_addresses        | 3                | url                                               | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | patent_web_addresses        | 4                | rank                                              | integer                     |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | patent_web_addresses        | 5                | created_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | patent_web_addresses        | 6                | updated_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | patents                     | 1                | id                                                | uuid                        |              | NO          | gen_random_uuid() | PRIMARY KEY     | people                   | patents                     | id                      |
| people       | patents                     | 2                | people_id                                         | uuid                        |              | YES         | null              | FOREIGN KEY     | people                   | identities                  | people_id               |
| people       | patents                     | 3                | name                                              | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | patents                     | 4                | issue                                             | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | patents                     | 5                | number                                            | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | patents                     | 6                | date                                              | date                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | patents                     | 7                | start_date                                        | date                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | patents                     | 8                | end_date                                          | date                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | patents                     | 9                | priority                                          | integer                     |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | patents                     | 10               | created_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | patents                     | 11               | updated_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | phones                      | 1                | id                                                | uuid                        |              | NO          | gen_random_uuid() | PRIMARY KEY     | people                   | phones                      | id                      |
| people       | phones                      | 2                | people_id                                         | uuid                        |              | YES         | null              | FOREIGN KEY     | people                   | profiles                    | people_id               |
| people       | phones                      | 3                | phone                                             | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | phones                      | 4                | ddi                                               | boolean                     |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | phones                      | 5                | dnc                                               | boolean                     |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | phones                      | 6                | type                                              | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | phones                      | 7                | carrier                                           | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | phones                      | 8                | priority                                          | integer                     |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | phones                      | 9                | created_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | phones                      | 10               | updated_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | profiles                    | 1                | people_id                                         | uuid                        |              | NO          | gen_random_uuid() | PRIMARY KEY     | people                   | profiles                    | people_id               |
| people       | profiles                    | 2                | summary                                           | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | profiles                    | 3                | languages                                         | ARRAY                       |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | profiles                    | 4                | expertises                                        | ARRAY                       |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | profiles                    | 5                | tags                                              | ARRAY                       |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | profiles                    | 6                | prior_industries                                  | ARRAY                       |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | profiles                    | 7                | raw_location                                      | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | profiles                    | 8                | headline                                          | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | profiles                    | 9                | created_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | profiles                    | 10               | updated_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | publication_web_addresses   | 1                | id                                                | uuid                        |              | NO          | gen_random_uuid() | PRIMARY KEY     | people                   | publication_web_addresses   | id                      |
| people       | publication_web_addresses   | 2                | publication_id                                    | uuid                        |              | YES         | null              | FOREIGN KEY     | people                   | publications                | id                      |
| people       | publication_web_addresses   | 3                | url                                               | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | publication_web_addresses   | 4                | rank                                              | integer                     |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | publication_web_addresses   | 5                | created_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | publication_web_addresses   | 6                | updated_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | publications                | 1                | id                                                | uuid                        |              | NO          | gen_random_uuid() | PRIMARY KEY     | people                   | publications                | id                      |
| people       | publications                | 2                | people_id                                         | uuid                        |              | YES         | null              | FOREIGN KEY     | people                   | identities                  | people_id               |
| people       | publications                | 3                | name                                              | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | publications                | 4                | description                                       | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | publications                | 5                | reference                                         | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | publications                | 6                | issue                                             | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | publications                | 7                | date                                              | date                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | publications                | 8                | priority                                          | integer                     |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | publications                | 9                | created_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | publications                | 10               | updated_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | social_links                | 1                | id                                                | uuid                        |              | NO          | gen_random_uuid() | PRIMARY KEY     | people                   | social_links                | id                      |
| people       | social_links                | 2                | people_id                                         | uuid                        |              | YES         | null              | FOREIGN KEY     | people                   | profiles                    | people_id               |
| people       | social_links                | 3                | name                                              | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | social_links                | 4                | url                                               | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | social_links                | 5                | created_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | social_links                | 6                | updated_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | statuses                    | 1                | id                                                | uuid                        |              | NO          | gen_random_uuid() | PRIMARY KEY     | people                   | statuses                    | id                      |
| people       | statuses                    | 2                | people_id                                         | uuid                        |              | YES         | null              | FOREIGN KEY     | people                   | profiles                    | people_id               |
| people       | statuses                    | 3                | status                                            | text                        |              | YES         | null              | null            | null                     | null                        | null                    |
| people       | statuses                    | 4                | created_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
| people       | statuses                    | 5                | updated_at                                        | timestamp with time zone    |              | YES         | CURRENT_TIMESTAMP | null            | null                     | null                        | null                    |
